adressNr;street;postalCode;city;country;search;latitude;longitude;errors
52651;Grasfilzing 43;93473;Arnschwang;Deutschland;Grasfilzing 43, 93473 Arnschwang, Deutschland;49.2633396;12.8270843;
52652;Weidenweg 43;72236;Balingen;Deutschland;Weidenweg 43, 72236 Balingen, Deutschland;48.25382;8.853980000000002;
52653;Lange Wende 43;59494;Soest;Deutschland;Lange Wende 43, 59494 Soest, Deutschland;51.55399999999999;8.14011;
52654;Gartenstr. 1;56355;Oberbachheim;Deutschland;Gartenstr. 1, 56355 Oberbachheim, Deutschland;50.2467236;7.746386200000001;
52655;Großwiesenstr. 2;78591;Durchhausen;Deutschland;Großwiesenstr. 2, 78591 Durchhausen, Deutschland;48.0403412;8.671688699999999;
52656;Melanchthonstr. 2;09126;Chemnitz;Deutschland;Melanchthonstr. 2, 09126 Chemnitz, Deutschland;50.8235775;12.9355263;
52657;Klöcknerstraße 3;63110;Rodgau-Niederroden;Deutschland;Klöcknerstraße 3, 63110 Rodgau-Niederroden, Deutschland;49.99198;8.873289999999999;
52658;Fabrikstraße 8;77855;Achern;Deutschland;Fabrikstraße 8, 77855 Achern, Deutschland;48.60701;8.08832;
52659;Nordstr. 8;32051;Herford;Deutschland;Nordstr. 8, 32051 Herford, Deutschland;52.12672999999999;8.67166;
52660;Themarer Str. 160;98660;Lengfeld;Deutschland;Themarer Str. 160, 98660 Lengfeld, Deutschland;50.5220828;10.6470942;
52661;Flieth 64;42327;Wuppertal;Deutschland;Flieth 64, 42327 Wuppertal, Deutschland;51.2428236;7.081954;
52662;An der Wandlung 21;32469;Petershagen;Deutschland;An der Wandlung 21, 32469 Petershagen, Deutschland;52.3798936;9.0064833;
52663;Sachsenstr. 4-6;59229;Ahlen;Deutschland;Sachsenstr. 4-6, 59229 Ahlen, Deutschland;51.74954;7.89861;
52664;Bendorfer Str.;56170;Bendorf-Mülhofen;Deutschland;Bendorfer Str., 56170 Bendorf-Mülhofen, Deutschland;50.423182;7.556815800000001;
52665;Hauptstraße 2;57520;Niederdreisbach;Deutschland;Hauptstraße 2, 57520 Niederdreisbach, Deutschland;50.7546159;7.923822800000001;
52666;Krummecke 22c;45277;Essen;Deutschland;Krummecke 22c, 45277 Essen, Deutschland;51.42025;7.0761332;
52667;Max-Stromeyer-Str. 120;78467;Konstanz;Deutschland;Max-Stromeyer-Str. 120, 78467 Konstanz, Deutschland;47.6750062;9.165035699999999;
52668;Mittnachtstraße 21-25;70191;Stuttgart;Deutschland;Mittnachtstraße 21-25, 70191 Stuttgart, Deutschland;48.7974356;9.1938376;
52669;Poppenbüttler Bogen 64;22399;Hamburg;Deutschland;Poppenbüttler Bogen 64, 22399 Hamburg, Deutschland;53.6710725;10.0736162;
52670;Ziegeleistr. 17;74613;Öhringen;Deutschland;Ziegeleistr. 17, 74613 Öhringen, Deutschland;49.1912646;9.4888566;
52671;Brauereistr. 2;46499;Hamminkeln;Deutschland;Brauereistr. 2, 46499 Hamminkeln, Deutschland;51.73108999999999;6.588909999999999;
52672;Hans -Böckler-Straße 12;32423;Minden;Deutschland;Hans -Böckler-Straße 12, 32423 Minden, Deutschland;52.2937952;8.9553818;
52673;Lanferkamp 10;58638;Iserlohn;Deutschland;Lanferkamp 10, 58638 Iserlohn, Deutschland;51.3795824;7.6629219;
52674;Neue Straße 4;07356;Unterlemnitz;Deutschland;Neue Straße 4, 07356 Unterlemnitz, Deutschland;50.4723473;11.6173635;
52675;Heideweg 3;23795;Fahrenkrug;Deutschland;Heideweg 3, 23795 Fahrenkrug, Deutschland;53.94839529999999;10.2409828;
52676;Gewerbestr. 2;79804;Dogern;Deutschland;Gewerbestr. 2, 79804 Dogern, Deutschland;47.6041319;8.1599664;
52677;Siemensstr. 6;50259;Pulheim;Deutschland;Siemensstr. 6, 50259 Pulheim, Deutschland;50.9895572;6.820595399999999;
52678;Am Nordhafen 18;47119;Duisburg;Deutschland;Am Nordhafen 18, 47119 Duisburg, Deutschland;51.4579175;6.7471295;
52679;Waldstraße 4;66459;Kirkel;Deutschland;Waldstraße 4, 66459 Kirkel, Deutschland;49.29019779999999;7.2233636;
52680;Gerichtsstr. 140;09474;Crottendorf;Deutschland;Gerichtsstr. 140, 09474 Crottendorf, Deutschland;50.51938999999999;12.94525;
52681;Am Nienhaushof 16;47137;Duisburg-Beeck;Deutschland;Am Nienhaushof 16, 47137 Duisburg-Beeck, Deutschland;51.4772216;6.7202405;
52682;Domlerstraße 9;73730;Esslingen;Deutschland;Domlerstraße 9, 73730 Esslingen, Deutschland;48.7179105;9.344125199999999;
52683;Rowert 10;4731;Eynatten;Belgien;Rowert 10, 4731 Eynatten, Belgien;50.6921704;6.083456099999999;
52684;Robert-Bosch-Str. 22;72186;Empfingen;Deutschland;Robert-Bosch-Str. 22, 72186 Empfingen, Deutschland;48.3899464;8.724951299999999;
52685;Rue des Moulins;67660;Betschdorf;Frankreich;Rue des Moulins, 67660 Betschdorf, Frankreich;48.889502;7.911280000000001;
52686;Pillhof 33;39057;Frangart/Eppan;Italien;Pillhof 33, 39057 Frangart/Eppan, Italien;46.4803349;11.278803;
52687;Malchiner Str. 68;17153;Stavenhagen;Deutschland;Malchiner Str. 68, 17153 Stavenhagen, Deutschland;53.69879;12.90251;
52688;Landwehr 60;46325;Borken;Deutschland;Landwehr 60, 46325 Borken, Deutschland;51.8537009;6.8811924;
52689;Romanstr. 22;79112;Freiburg;Deutschland;Romanstr. 22, 79112 Freiburg, Deutschland;47.9665532;7.7002874;
52690;Stenzelring 24;21107;Hamburg;Deutschland;Stenzelring 24, 21107 Hamburg, Deutschland;53.5171272;10.0033675;
52691;Alte Bahnhofstr. 5;37574;Einbeck-Salzderhelden;Deutschland;Alte Bahnhofstr. 5, 37574 Einbeck-Salzderhelden, Deutschland;51.79688179999999;9.922801399999999;
52692;Daimlerstraße 15 - 20;73431;Aalen;Deutschland;Daimlerstraße 15 - 20, 73431 Aalen, Deutschland;48.82513230000001;10.0611517;
52693;Hafnermühlweg 4;5020;Salzburg;Österreich;Hafnermühlweg 4, 5020 Salzburg, Österreich;47.82049929999999;13.0148311;
52694;Klausbergstraße 25a;99947;Bad Langensalza;Deutschland;Klausbergstraße 25a, 99947 Bad Langensalza, Deutschland;51.1041452;10.628932;
52695;10 rue op der Ahlkerrech;6776;Grevenmacher;Luxemburg;10 rue op der Ahlkerrech, 6776 Grevenmacher, Luxemburg;49.68043850000001;6.396297700000001;
52696;Wolfhagenerstr. 71;42929;Wermelskirchen;Deutschland;Wolfhagenerstr. 71, 42929 Wermelskirchen, Deutschland;51.1470761;7.206951999999999;
52697;Neue Kasseler Str. 50-52;35039;Marburg;Deutschland;Neue Kasseler Str. 50-52, 35039 Marburg, Deutschland;50.82712;8.770389999999999;
52698;Zörbiger Str. 9;06188;Landsberg;Deutschland;Zörbiger Str. 9, 06188 Landsberg, Deutschland;51.53679;12.1570999;
52699;Neukirchener Str. 8;48499;Salzbergen;Deutschland;Neukirchener Str. 8, 48499 Salzbergen, Deutschland;52.3147686;7.338750399999999;
52700;Grüner Weg 5;49176;Hilter;Deutschland;Grüner Weg 5, 49176 Hilter, Deutschland;52.13642;8.153369999999999;
52701;Mühlenfeld 17;17139;Malchin;Deutschland;Mühlenfeld 17, 17139 Malchin, Deutschland;53.73746999999999;12.78635;
52702;Rehpfad 26;42659;Solingen;Deutschland;Rehpfad 26, 42659 Solingen, Deutschland;51.14599699999999;7.126516700000001;
52703;Segelfliegerdamm 67;12487;Berlin;Deutschland;Segelfliegerdamm 67, 12487 Berlin, Deutschland;52.440402;13.507825;
52704;Oberes Feld 13;33106;Paderborn;Deutschland;Oberes Feld 13, 33106 Paderborn, Deutschland;51.7025394;8.714711699999999;
52705;Flugplatz 11;16866;Kyritz;Deutschland;Flugplatz 11, 16866 Kyritz, Deutschland;52.91547;12.4317662;
52706;Am Ölgraben 5;37345;Grossbodungen;Deutschland;Am Ölgraben 5, 37345 Grossbodungen, Deutschland;51.4804954;10.4856545;
52707;Albertistr. 20;74076;Heilbronn;Deutschland;Albertistr. 20, 74076 Heilbronn, Deutschland;49.1664718;9.2089381;
52708;Schachtstr. 24 + 26;99706;Sondershausen;Deutschland;Schachtstr. 24 + 26, 99706 Sondershausen, Deutschland;51.3920976;10.8273366;
52709;Wallersheimer Weg 29;56070;Koblenz;Deutschland;Wallersheimer Weg 29, 56070 Koblenz, Deutschland;50.37107719999999;7.5965906;
52710;Albersdorfer Straße 18;25782;Tellingstedt;Deutschland;Albersdorfer Straße 18, 25782 Tellingstedt, Deutschland;54.2174979;9.2852494;
52711;Adolf-Österheld-Str. 36;31515;Wunstorf;Deutschland;Adolf-Österheld-Str. 36, 31515 Wunstorf, Deutschland;52.41167919999999;9.463626;
52712;Am Fleckenberg 7;65549;Limburg;Deutschland;Am Fleckenberg 7, 65549 Limburg, Deutschland;50.40408739999999;8.0607481;
52713;Siemensstr. 9;72644;Oberboihingen;Deutschland;Siemensstr. 9, 72644 Oberboihingen, Deutschland;48.65198119999999;9.3639414;
52714;Kopernikusstr. 43;47167;Duisburg;Deutschland;Kopernikusstr. 43, 47167 Duisburg, Deutschland;51.5045622;6.7888604;
52715;Hammer Landstr. 103;41460;Neuss;Deutschland;Hammer Landstr. 103, 41460 Neuss, Deutschland;51.2031854;6.717814199999999;
52716;Gewerbestraße 15;2514;Traiskirchen-Oeynhausen;Österreich;Gewerbestraße 15, 2514 Traiskirchen-Oeynhausen, Österreich;47.9838655;16.283051;
52717;Julius-Faucher-Str. 20;28307;Bremen;Deutschland;Julius-Faucher-Str. 20, 28307 Bremen, Deutschland;53.05475;8.966569999999999;
52718;Leipziger Str. 341 b;34123;Kassel;Deutschland;Leipziger Str. 341 b, 34123 Kassel, Deutschland;51.2958225;9.546976299999999;
52719;Drewitzer Str. 44;14478;Potsdam;Deutschland;Drewitzer Str. 44, 14478 Potsdam, Deutschland;52.3736338;13.0902408;
52720;Rotterdammer Straße 32;90451;Nürnberg;Deutschland;Rotterdammer Straße 32, 90451 Nürnberg, Deutschland;49.3994706;11.0659529;
52721;Telgweg 14;49744;Geeste/Groß Hesepe;Deutschland;Telgweg 14, 49744 Geeste/Groß Hesepe, Deutschland;52.622691;7.2322382;
52722;Maschweg 25;49324;Melle;Deutschland;Maschweg 25, 49324 Melle, Deutschland;52.1939156;8.3574127;
52723;Riphausstraße 44;45731;Waltrop;Deutschland;Riphausstraße 44, 45731 Waltrop, Deutschland;51.62883309999999;7.4120643;
52724;Kronsheider Straße 41;23807;Wahlstedt;Deutschland;Kronsheider Straße 41, 23807 Wahlstedt, Deutschland;53.94685;10.20185;
52725;Industriestraße 10;67136;Fußgönheim;Deutschland;Industriestraße 10, 67136 Fußgönheim, Deutschland;49.4681497;8.290934;
52726;Helmstetter Str. 99;38126;Braunschweig;Deutschland;Helmstetter Str. 99, 38126 Braunschweig, Deutschland;52.2550877;10.5536147;
52727;Ruhau 44;45279;Essen;Deutschland;Ruhau 44, 45279 Essen, Deutschland;51.4405485;7.0874554;
52728;Am Fuchsberg 4a;41468;Neuss;Deutschland;Am Fuchsberg 4a, 41468 Neuss, Deutschland;51.15179;6.764609999999999;
52729;Weststr. 24;77694;Kehl;Deutschland;Weststr. 24, 77694 Kehl, Deutschland;48.5928942;7.808428200000001;
52730;Raiffeisenstr. 8;59757;Arnsberg;Deutschland;Raiffeisenstr. 8, 59757 Arnsberg, Deutschland;51.46100999999999;7.94159;
52731;Keldenicher Str. 1;53332;Bornheim;Deutschland;Keldenicher Str. 1, 53332 Bornheim, Deutschland;50.79634;6.95806;
52732;Walter-Freitag-Straße 9 b;42899;Remscheid;Deutschland;Walter-Freitag-Straße 9 b, 42899 Remscheid, Deutschland;51.21812;7.23787;
52733;Am Kirchberg;63755;Alzenau;Deutschland;Am Kirchberg, 63755 Alzenau, Deutschland;50.0832193;9.0772573;
52734;Auf dem Höchsten 22;51645;Gummersbach-Dieringhausen;Deutschland;Auf dem Höchsten 22, 51645 Gummersbach-Dieringhausen, Deutschland;50.98051570000001;7.519710099999999;
52735;Kaiserstr. 14;59505;Bad Sassendorf;Deutschland;Kaiserstr. 14, 59505 Bad Sassendorf, Deutschland;51.5867347;8.1688862;
52736;Trianelstr. 1;59071;Hamm;Deutschland;Trianelstr. 1, 59071 Hamm, Deutschland;51.67316;7.93035;
52737;Krefelder Str. 203;52070;Aachen;Deutschland;Krefelder Str. 203, 52070 Aachen, Deutschland;50.7919317;6.0970285;
52738;Unterkreuthweg 7;86444;Affingen;Deutschland;Unterkreuthweg 7, 86444 Affingen, Deutschland;48.4396214;10.9220483;
52739;Jacobsrade 1;22962;Siek;Deutschland;Jacobsrade 1, 22962 Siek, Deutschland;53.64226;10.28755;
52740;Kleinfeld 10 a;6341;Ebbs;Österreich;Kleinfeld 10 a, 6341 Ebbs, Österreich;47.62249790000001;12.2114579;
52741;Rodenbacher Strasse;35708;Haiger;Deutschland;Rodenbacher Strasse, 35708 Haiger, Deutschland;50.7478855;8.204911599999999;
52742;Biedrichstr. 8b;61200;Wölfersheim;Deutschland;Biedrichstr. 8b, 61200 Wölfersheim, Deutschland;50.39770009999999;8.8177108;
52743;Ziegelstraße 96;47533;Kleve;Deutschland;Ziegelstraße 96, 47533 Kleve, Deutschland;51.80572;6.13479;
52744;Bielefelderstraße 125;57368;Lennestadt;Deutschland;Bielefelderstraße 125, 57368 Lennestadt, Deutschland;51.1490832;8.0363773;
52745;Am Steppach 8;78652;Deisslingen;Deutschland;Am Steppach 8, 78652 Deisslingen, Deutschland;48.0859515;8.592143;
52746;Rostocker Str.;18184;Broderstorf;Deutschland;Rostocker Str., 18184 Broderstorf, Deutschland;54.07993339999999;12.2352974;
52747;Flottenstr. 4-6;13407;Berlin;Deutschland;Flottenstr. 4-6, 13407 Berlin, Deutschland;52.57835;13.34841;
52748;Zörnigaller Weg 3;06888;Mühlanger;Deutschland;Zörnigaller Weg 3, 06888 Mühlanger, Deutschland;51.85966089999999;12.7319792;
52749;Weststr. 25;45891;Gelsenkirchen;Deutschland;Weststr. 25, 45891 Gelsenkirchen, Deutschland;51.5529605;7.0907391;
52750;Ottostr. 1;50189;Elsdorf;Deutschland;Ottostr. 1, 50189 Elsdorf, Deutschland;50.94408;6.58405;
52751;Ravensberg 10-12;24214;Gettorf;Deutschland;Ravensberg 10-12, 24214 Gettorf, Deutschland;54.41497;9.98259;
52752;Ellerstraße 101;40721;Hilden;Deutschland;Ellerstraße 101, 40721 Hilden, Deutschland;51.1713044;6.9182859;
52753;Rheinhessenstraße 25;55129;Mainz-Hechtsheim;Deutschland;Rheinhessenstraße 25, 55129 Mainz-Hechtsheim, Deutschland;49.964787;8.2684333;
52754;Gaustr. 20;55411;Bingen/Rhein;Deutschland;Gaustr. 20, 55411 Bingen/Rhein, Deutschland;49.9628598;7.893749400000001;
52755;Wallnerlände 23;94469;Deggendorf;Deutschland;Wallnerlände 23, 94469 Deggendorf, Deutschland;48.8152599;12.9713104;
52756;Gaustr. 20;55411;Bingen/Rhein;Deutschland;Gaustr. 20, 55411 Bingen/Rhein, Deutschland;49.9628598;7.893749400000001;
52757;Gaustr. 20;55411;Bingen/Rhein;Deutschland;Gaustr. 20, 55411 Bingen/Rhein, Deutschland;49.9628598;7.893749400000001;
52758;Industriestr. 3;56581;Kurtscheid;Deutschland;Industriestr. 3, 56581 Kurtscheid, Deutschland;50.5358647;7.470146400000001;
52759;Heinrich-Horten-Straße 1;47906;Kempen;Deutschland;Heinrich-Horten-Straße 1, 47906 Kempen, Deutschland;51.36534;6.439159999999999;
52760;Emsteker Str. 4;49685;Schneiderkrug;Deutschland;Emsteker Str. 4, 49685 Schneiderkrug, Deutschland;52.81295;8.23533;
52761;Birnerstraße 19;93167;Falkenstein;Deutschland;Birnerstraße 19, 93167 Falkenstein, Deutschland;49.10499;12.48743;
52762;Industriestr. 19-23;33034;Brakel;Deutschland;Industriestr. 19-23, 33034 Brakel, Deutschland;51.7074;9.175379999999999;
52763;Kellermannstr. 46;46238;Bottrop;Deutschland;Kellermannstr. 46, 46238 Bottrop, Deutschland;51.51707769999999;6.940374100000001;
52764;Niederdorfer Str. 57;47638;Straelen-Herongen;Deutschland;Niederdorfer Str. 57, 47638 Straelen-Herongen, Deutschland;51.3876883;6.243948199999999;
52765;Dorfstraße 21;15827;Dahlewitz;Deutschland;Dorfstraße 21, 15827 Dahlewitz, Deutschland;52.33149;13.39279;
52766;Bilbrookdeich 34;22113;Hamburg;Deutschland;Bilbrookdeich 34, 22113 Hamburg, Deutschland;53.53739969999999;10.0818032;
52767;Eichendorffstr. 3-5;47638;Straelen;Deutschland;Eichendorffstr. 3-5, 47638 Straelen, Deutschland;51.437084;6.2637969;
52768;Floßwörthstraße 30;68199;Mannheim;Deutschland;Floßwörthstraße 30, 68199 Mannheim, Deutschland;49.4589395;8.5003252;
52769;Dalitzer Weg 4;29459;Clenze;Deutschland;Dalitzer Weg 4, 29459 Clenze, Deutschland;52.93345009999999;10.9628813;
52770;Prof.- Dietrich-Str. 10;67661;Kaiserslautern;Deutschland;Prof.- Dietrich-Str. 10, 67661 Kaiserslautern, Deutschland;49.4425992;7.670029;
52771;Mühlhäuser Str. 9;99867;Gotha;Deutschland;Mühlhäuser Str. 9, 99867 Gotha, Deutschland;50.9659818;10.7192327;
52772;Berliner Str. 12;16766;Kremmen;Deutschland;Berliner Str. 12, 16766 Kremmen, Deutschland;52.75956;13.02774;
52773;Zum Containerterminal 4;47119;Duisburg;Deutschland;Zum Containerterminal 4, 47119 Duisburg, Deutschland;51.4473754;6.747234700000001;
52774;Flörsheimer Str. 1;65479;Raunheim;Deutschland;Flörsheimer Str. 1, 65479 Raunheim, Deutschland;50.0089821;8.436403199999999;
52775;Otto-Hahn-Str. 2;40721;Hilden;Deutschland;Otto-Hahn-Str. 2, 40721 Hilden, Deutschland;51.1692573;6.9105782;
52776;Plaza San Juan Bosco, 8-2 DCHA.;30530;Cieza (Murcia);Spanien;Plaza San Juan Bosco, 8-2 DCHA., 30530 Cieza (Murcia), Spanien;38.2406854;-1.4163983;
52777;Novy Dvür 93;25087;Mochov;Tschechische Republik;Novy Dvür 93, 25087 Mochov, Tschechische Republik;50.1313074;14.8164926;
52778;Osdorfer Ring 21;14979;Großbeeren;Deutschland;Osdorfer Ring 21, 14979 Großbeeren, Deutschland;52.37880070000001;13.3188093;
52779;Schiessstrasse 53;40549;Düsseldorf;Deutschland;Schiessstrasse 53, 40549 Düsseldorf, Deutschland;51.24134;6.71962;
52780;Röntgenstraße 3;96465;Neustadt;Deutschland;Röntgenstraße 3, 96465 Neustadt, Deutschland;50.3140732;11.1125861;
52781;Sassendorfer Weg 19;59494;Soest;Deutschland;Sassendorfer Weg 19, 59494 Soest, Deutschland;51.5790478;8.1440834;
52782;6 rue des fours à chaux;49100;Angers;Frankreich;6 rue des fours à chaux, 49100 Angers, Frankreich;47.4841507;-0.5410703;
52783;Dr.-Sauer-Straße 28;03058;Sergen;Deutschland;Dr.-Sauer-Straße 28, 03058 Sergen, Deutschland;51.705977;14.4980752;
52784;Meisenburgstraße 141;45133;Essen;Deutschland;Meisenburgstraße 141, 45133 Essen, Deutschland;51.40866;6.96866;
52785;Industriestraße 6;91126;Schwabach;Deutschland;Industriestraße 6, 91126 Schwabach, Deutschland;49.319104;11.0397244;
52786;Mühlentalstr. 368;8200;Schaffhausen;Schweiz;Mühlentalstr. 368, 8200 Schaffhausen, Schweiz;47.7310414;8.622801899999999;
52787;Lerzen Str. 14;8953;Dietikon;Schweiz;Lerzen Str. 14, 8953 Dietikon, Schweiz;47.4191814;8.3991213;
52788;Hanauer Str.7;77764;Appenweier;Deutschland;Hanauer Str.7, 77764 Appenweier, Deutschland;48.556566;7.9657021;
52789;Sachsenweg 5;36132;Eiterfeld;Deutschland;Sachsenweg 5, 36132 Eiterfeld, Deutschland;50.7590949;9.8131246;
52790;Langenbochumerstr. 138;45701;Herten;Deutschland;Langenbochumerstr. 138, 45701 Herten, Deutschland;51.6135902;7.1245156;
52791;Max-Volmer-Str.14;40724;Hilden;Deutschland;Max-Volmer-Str.14, 40724 Hilden, Deutschland;51.17131999999999;6.981009999999999;
52792;Auf Herdenen 3;78052;Villingen-Schwenningen;Deutschland;Auf Herdenen 3, 78052 Villingen-Schwenningen, Deutschland;48.07877;8.50306;
52793;Borsigplatz 3;59174;Kamen;Deutschland;Borsigplatz 3, 59174 Kamen, Deutschland;51.5228571;7.4810985;
52794;Beim alten Hof 6;66539;Neunkirchen;Deutschland;Beim alten Hof 6, 66539 Neunkirchen, Deutschland;49.348177;7.149384;
52795;Brunkelwiese 25;67245;Lambsheim;Deutschland;Brunkelwiese 25, 67245 Lambsheim, Deutschland;49.5109;8.29159;
52796;Lütticher Str. 12;53842;Troisdorf;Deutschland;Lütticher Str. 12, 53842 Troisdorf, Deutschland;50.8412626;7.1127052;
52797;Neufeldstraße 11;76456;Kuppenheim;Deutschland;Neufeldstraße 11, 76456 Kuppenheim, Deutschland;48.8387;8.244439999999999;
52798;Bremerhavener Str. 25;90451;Nürnberg;Deutschland;Bremerhavener Str. 25, 90451 Nürnberg, Deutschland;49.38742999999999;11.0608599;
52799;Teltower Str. 20;33719;Bielefeld;Deutschland;Teltower Str. 20, 33719 Bielefeld, Deutschland;52.0030555;8.6074977;
52800;Südstr. 8;59519;Möhnesee-Günne;Deutschland;Südstr. 8, 59519 Möhnesee-Günne, Deutschland;51.4963436;8.049955599999999;
52801;Harzweg 10;34225;Baunatal;Deutschland;Harzweg 10, 34225 Baunatal, Deutschland;51.24108769999999;9.4323448;
52802;Meisericher Str. 51;56766;Ulmen;Deutschland;Meisericher Str. 51, 56766 Ulmen, Deutschland;50.2076024;6.9695011;
52803;Kleestädter Str. 5;64823;Groß-Umstadt;Deutschland;Kleestädter Str. 5, 64823 Groß-Umstadt, Deutschland;49.89585;8.941709999999999;
52804;Forstweg 1-3;79183;Waldrich-Kollnau;Deutschland;Forstweg 1-3, 79183 Waldrich-Kollnau, Deutschland;48.1098;7.977729999999999;
52805;Hölker Feld 42;42279;Wuppertal;Deutschland;Hölker Feld 42, 42279 Wuppertal, Deutschland;51.2998003;7.260875700000001;
52806;Rudolf-Diesel-Str. 22;56751;Polch;Deutschland;Rudolf-Diesel-Str. 22, 56751 Polch, Deutschland;50.3119009;7.311754199999999;
52807;Steinzeugstr. 94;68229;Mannheim;Deutschland;Steinzeugstr. 94, 68229 Mannheim, Deutschland;49.4458281;8.5667476;
52808;Schulze-Delitzsch-Str. 8;33100;Paderborn;Deutschland;Schulze-Delitzsch-Str. 8, 33100 Paderborn, Deutschland;51.7162464;8.7742202;
52809;Schnedebruch 10;31319;Sehnde;Deutschland;Schnedebruch 10, 31319 Sehnde, Deutschland;52.3398599;9.9592754;
52810;Alleenstrasse 29;73730;Esslingen/Zell;Deutschland;Alleenstrasse 29, 73730 Esslingen/Zell, Deutschland;48.7235112;9.354251399999999;
52811;Friedrich-Harkort-Str. 25;59581;Warstein;Deutschland;Friedrich-Harkort-Str. 25, 59581 Warstein, Deutschland;51.49760999999999;8.34203;
52812;Stromberger Straße 201;59269;Beckum;Deutschland;Stromberger Straße 201, 59269 Beckum, Deutschland;51.7593737;8.0734012;
52813;Sattlerstr. 10;78532;Tuttlingen;Deutschland;Sattlerstr. 10, 78532 Tuttlingen, Deutschland;48.0066;8.853439999999999;
52814;Nordstr. 5;99427;Weimar;Deutschland;Nordstr. 5, 99427 Weimar, Deutschland;50.9987121;11.3297814;
52815;Brunecker Strasse 149;90451;Nürnberg;Deutschland;Brunecker Strasse 149, 90451 Nürnberg, Deutschland;49.4201856;11.094325;
52816;Im Porst 26;27798;Hude;Deutschland;Im Porst 26, 27798 Hude, Deutschland;53.10984999999999;8.47223;
52817;Kurt-Nagel-Str. 1;06184;Kabelsketal;Deutschland;Kurt-Nagel-Str. 1, 06184 Kabelsketal, Deutschland;51.409439;12.1648924;
52818;Gewerbegebiet Heimelberg;55776;Ruschberg;Deutschland;Gewerbegebiet Heimelberg, 55776 Ruschberg, Deutschland;49.6263269;7.292736199999999;
52819;Horster Straße 91-93;45897;Gelsenkirchen;Deutschland;Horster Straße 91-93, 45897 Gelsenkirchen, Deutschland;51.5734443;7.0453239;
52820;Unterste Wilmsstr. 31;44143;Dortmund;Deutschland;Unterste Wilmsstr. 31, 44143 Dortmund, Deutschland;51.52984;7.52347;
